解析前のテキスト: 事故シーケンスグループ「全交流動力電源喪失」に含まれる事故シーケンスは，「6
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: て, 読み仮名: テ, 品詞: 助詞-接続助詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 常設, 読み仮名: ジョウセツ, 品詞: 名詞-サ変接続
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 交流, 読み仮名: コウリュウ, 品詞: 名詞-サ変接続
表層形: 電源, 読み仮名: デンゲン, 品詞: 名詞-一般
表層形: 設備, 読み仮名: セツビ, 品詞: 名詞-サ変接続
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 電源, 読み仮名: デンゲン, 品詞: 名詞-一般
表層形: 供給, 読み仮名: キョウキュウ, 品詞: 名詞-サ変接続
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 低圧, 読み仮名: テイアツ, 品詞: 名詞-一般
表層形: 注水, 読み仮名: チュウスイ, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: （, 読み仮名: （, 品詞: 記号-括弧開
表層形: 常設, 読み仮名: ジョウセツ, 品詞: 名詞-サ変接続
表層形: ）, 読み仮名: ）, 品詞: 記号-括弧閉
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 注水, 読み仮名: チュウスイ, 品詞: 名詞-サ変接続
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 行う, 読み仮名: オコナウ, 品詞: 動詞-自立
表層形: こと, 読み仮名: コト, 品詞: 名詞-非自立-一般
表層形: によって, 読み仮名: ニヨッテ, 品詞: 助詞-格助詞-連語
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 燃料, 読み仮名: ネンリョウ, 品詞: 名詞-一般
表層形: 損傷, 読み仮名: ソンショウ, 品詞: 名詞-サ変接続
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 防止, 読み仮名: ボウシ, 品詞: 名詞-サ変接続
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 図る, 読み仮名: ハカル, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
表層形: また, 読み仮名: マタ, 品詞: 接続詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 補, 読み仮名: ホ, 品詞: 名詞-サ変接続
表層形: 機, 読み仮名: キ, 品詞: 名詞-接尾-一般
表層形: 冷却, 読み仮名: レイキャク, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 介し, 読み仮名: カイシ, 品詞: 動詞-自立
表層形: た, 読み仮名: タ, 品詞: 助動詞
表層形: 残留, 読み仮名: ザンリュウ, 品詞: 名詞-サ変接続
表層形: 熱, 読み仮名: ネツ, 品詞: 名詞-接尾-一般
表層形: 除去, 読み仮名: ジョキョ, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: （, 読み仮名: （, 品詞: 記号-括弧開
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 停止, 読み仮名: テイシ, 品詞: 名詞-サ変接続
表層形: 時, 読み仮名: ジ, 品詞: 名詞-接尾-副詞可能
表層形: 冷却, 読み仮名: レイキャク, 品詞: 名詞-サ変接続
表層形: モード, 読み仮名: モード, 品詞: 名詞-一般
表層形: ）, 読み仮名: ）, 品詞: 記号-括弧閉
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 最終, 読み仮名: サイシュウ, 品詞: 名詞-一般
表層形: 的, 読み仮名: テキ, 品詞: 名詞-接尾-形容動詞語幹
表層形: な, 読み仮名: ナ, 品詞: 助動詞
表層形: 熱, 読み仮名: ネツ, 品詞: 名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 逃がし, 読み仮名: ニガシ, 品詞: 動詞-自立
表層形: 場, 読み仮名: ジョウ, 品詞: 名詞-接尾-一般
表層形: へ, 読み仮名: ヘ, 品詞: 助詞-格助詞-一般
表層形: 熱, 読み仮名: ネツ, 品詞: 名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 輸送, 読み仮名: ユソウ, 品詞: 名詞-サ変接続
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 行う, 読み仮名: オコナウ, 品詞: 動詞-自立
表層形: こと, 読み仮名: コト, 品詞: 名詞-非自立-一般
表層形: により, 読み仮名: ニヨリ, 品詞: 助詞-格助詞-連語
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 除, 読み仮名: ジョ, 品詞: 名詞-サ変接続
表層形: 熱する, 読み仮名: ネッスル, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
変換後のテキスト: したがって，本事故シーケンスグループでは，運転員が異常を認知して，常設代替交流電源設備による電源供給，代替低圧注水系（常設）による原子炉注水を行うことによって，燃料損傷の防止を図る。また，代替原子炉補機冷却系を介した残留熱除去系（原子炉停止時冷却モード）による最終的な熱の逃がし場へ熱の輸送を行うことにより，原子炉を除熱する。

解析前のテキスト: 事故シーケンスグループ「全交流動力電源喪失」における機能喪失に対して，燃料が著しい損傷に至ることなく，かつ，十分な冷却を可能とするため，初期の対策として常設代替交流電源設備による給電手段，代替低圧注水系（常設）による原子炉注水手段を整備する。また，安定状態に向けた対策として代替原子炉補機冷却系を介した残留熱除去系（原子炉停止時冷却モード）による原子炉除熱手段を整備する。これらの対策の概略系統図を第7.4
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: シーケンス, 読み仮名: シーケンス, 品詞: 名詞-一般
表層形: グループ, 読み仮名: グループ, 品詞: 名詞-一般
表層形: 「, 読み仮名: 「, 品詞: 記号-括弧開
表層形: 全, 読み仮名: ゼン, 品詞: 接頭詞-名詞接続
表層形: 交流, 読み仮名: コウリュウ, 品詞: 名詞-サ変接続
表層形: 動力, 読み仮名: ドウリョク, 品詞: 名詞-一般
表層形: 電源, 読み仮名: デンゲン, 品詞: 名詞-一般
表層形: 喪失, 読み仮名: ソウシツ, 品詞: 名詞-サ変接続
表層形: 」, 読み仮名: 」, 品詞: 記号-括弧閉
表層形: における, 読み仮名: ニオケル, 品詞: 助詞-格助詞-連語
表層形: 機能, 読み仮名: キノウ, 品詞: 名詞-サ変接続
表層形: 喪失, 読み仮名: ソウシツ, 品詞: 名詞-サ変接続
表層形: に対して, 読み仮名: ニタイシテ, 品詞: 助詞-格助詞-連語
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 燃料, 読み仮名: ネンリョウ, 品詞: 名詞-一般
表層形: が, 読み仮名: ガ, 品詞: 助詞-格助詞-一般
表層形: 著しい, 読み仮名: イチジルシイ, 品詞: 形容詞-自立
表層形: 損傷, 読み仮名: ソンショウ, 品詞: 名詞-サ変接続
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 至る, 読み仮名: イタル, 品詞: 動詞-自立
表層形: こと, 読み仮名: コト, 品詞: 名詞-非自立-一般
表層形: なく, 読み仮名: ナク, 品詞: 形容詞-自立
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: かつ, 読み仮名: カツ, 品詞: 接続詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 十分, 読み仮名: ジュウブン, 品詞: 名詞-形容動詞語幹
表層形: な, 読み仮名: ナ, 品詞: 助動詞
表層形: 冷却, 読み仮名: レイキャク, 品詞: 名詞-サ変接続
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 可能, 読み仮名: カノウ, 品詞: 名詞-形容動詞語幹
表層形: と, 読み仮名: ト, 品詞: 助詞-格助詞-一般
表層形: する, 読み仮名: スル, 品詞: 動詞-自立
表層形: ため, 読み仮名: タメ, 品詞: 名詞-非自立-副詞可能
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 初期, 読み仮名: ショキ, 品詞: 名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: として, 読み仮名: トシテ, 品詞: 助詞-格助詞-連語
表層形: 常設, 読み仮名: ジョウセツ, 品詞: 名詞-サ変接続
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 交流, 読み仮名: コウリュウ, 品詞: 名詞-サ変接続
表層形: 電源, 読み仮名: デンゲン, 品詞: 名詞-一般
表層形: 設備, 読み仮名: セツビ, 品詞: 名詞-サ変接続
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 給電, 読み仮名: キュウデン, 品詞: 名詞-サ変接続
表層形: 手段, 読み仮名: シュダン, 品詞: 名詞-一般
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 低圧, 読み仮名: テイアツ, 品詞: 名詞-一般
表層形: 注水, 読み仮名: チュウスイ, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: （, 読み仮名: （, 品詞: 記号-括弧開
表層形: 常設, 読み仮名: ジョウセツ, 品詞: 名詞-サ変接続
表層形: ）, 読み仮名: ）, 品詞: 記号-括弧閉
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 注水, 読み仮名: チュウスイ, 品詞: 名詞-サ変接続
表層形: 手段, 読み仮名: シュダン, 品詞: 名詞-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 整備, 読み仮名: セイビ, 品詞: 名詞-サ変接続
表層形: する, 読み仮名: スル, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
表層形: また, 読み仮名: マタ, 品詞: 接続詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 安定, 読み仮名: アンテイ, 品詞: 名詞-形容動詞語幹
表層形: 状態, 読み仮名: ジョウタイ, 品詞: 名詞-一般
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 向け, 読み仮名: ムケ, 品詞: 動詞-自立
表層形: た, 読み仮名: タ, 品詞: 助動詞
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: として, 読み仮名: トシテ, 品詞: 助詞-格助詞-連語
表層形: 代替, 読み仮名: ダイタイ, 品詞: 名詞-サ変接続
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 補, 読み仮名: ホ, 品詞: 名詞-サ変接続
表層形: 機, 読み仮名: キ, 品詞: 名詞-接尾-一般
表層形: 冷却, 読み仮名: レイキャク, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 介し, 読み仮名: カイシ, 品詞: 動詞-自立
表層形: た, 読み仮名: タ, 品詞: 助動詞
表層形: 残留, 読み仮名: ザンリュウ, 品詞: 名詞-サ変接続
表層形: 熱, 読み仮名: ネツ, 品詞: 名詞-接尾-一般
表層形: 除去, 読み仮名: ジョキョ, 品詞: 名詞-サ変接続
表層形: 系, 読み仮名: ケイ, 品詞: 名詞-接尾-一般
表層形: （, 読み仮名: （, 品詞: 記号-括弧開
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 停止, 読み仮名: テイシ, 品詞: 名詞-サ変接続
表層形: 時, 読み仮名: ジ, 品詞: 名詞-接尾-副詞可能
表層形: 冷却, 読み仮名: レイキャク, 品詞: 名詞-サ変接続
表層形: モード, 読み仮名: モード, 品詞: 名詞-一般
表層形: ）, 読み仮名: ）, 品詞: 記号-括弧閉
表層形: による, 読み仮名: ニヨル, 品詞: 助詞-格助詞-連語
表層形: 原子, 読み仮名: ゲンシ, 品詞: 名詞-一般
表層形: 炉, 読み仮名: ロ, 品詞: 名詞-接尾-一般
表層形: 除, 読み仮名: ジョ, 品詞: 名詞-サ変接続
表層形: 熱, 読み仮名: ネツ, 品詞: 名詞-接尾-一般
表層形: 手段, 読み仮名: シュダン, 品詞: 名詞-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 整備, 読み仮名: セイビ, 品詞: 名詞-サ変接続
表層形: する, 読み仮名: スル, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
表層形: これら, 読み仮名: コレラ, 品詞: 名詞-代名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 概略, 読み仮名: ガイリャク, 品詞: 名詞-一般
表層形: 系統, 読み仮名: ケイトウ, 品詞: 名詞-一般
表層形: 図, 読み仮名: ズ, 品詞: 名詞-接尾-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 第, 読み仮名: ダイ, 品詞: 接頭詞-数接続
表層形: 7, 読み仮名: ナナ, 品詞: 名詞-数
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 4, 読み仮名: ヨン, 品詞: 名詞-数
変換後のテキスト: 事故シーケンスグループ「全交流動力電源喪失」における機能喪失に対して，燃料が著しい損傷に至ることなく，かつ，十分な冷却を可能とするため，初期の対策として常設代替交流電源設備による給電手段，代替低圧注水系（常設）による原子炉注水手段を整備する。また，安定状態に向けた対策として代替原子炉補機冷却系を介した残留熱除去系（原子炉停止時冷却モード）による原子炉除熱手段を整備する。これらの対策の概略系統図を第7.4

解析前のテキスト: .2-1
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 2, 読み仮名: ニ, 品詞: 名詞-数
表層形: -, 読み仮名: -, 品詞: 記号-一般
表層形: 1, 読み仮名: イチ, 品詞: 名詞-数
変換後のテキスト: .2-1

解析前のテキスト: 図及び第7.4.2-2図に，手順の概要を第7
表層形: 図, 読み仮名: ズ, 品詞: 名詞-一般
表層形: 及び, 読み仮名: オヨビ, 品詞: 接続詞
表層形: 第, 読み仮名: ダイ, 品詞: 接頭詞-数接続
表層形: 7, 読み仮名: ナナ, 品詞: 名詞-数
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 4, 読み仮名: ヨン, 品詞: 名詞-数
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 2, 読み仮名: ニ, 品詞: 名詞-数
表層形: -, 読み仮名: -, 品詞: 記号-一般
表層形: 2, 読み仮名: ニ, 品詞: 名詞-数
表層形: 図, 読み仮名: ズ, 品詞: 名詞-接尾-一般
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 手順, 読み仮名: テジュン, 品詞: 名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 概要, 読み仮名: ガイヨウ, 品詞: 名詞-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 第, 読み仮名: ダイ, 品詞: 接頭詞-数接続
表層形: 7, 読み仮名: ナナ, 品詞: 名詞-数
変換後のテキスト: 図及び第7.4.2-2図に，手順の概要を第7

解析前のテキスト: .4
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 4, 読み仮名: ヨン, 品詞: 名詞-数
変換後のテキスト: .4

解析前のテキスト: .2-3図に示すとともに，重大事故等対策の概要を以下に示す。また，重大事故等対策における設備と操作手順の関係を第
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 2, 読み仮名: ニ, 品詞: 名詞-数
表層形: -, 読み仮名: -, 品詞: 記号-一般
表層形: 3, 読み仮名: サン, 品詞: 名詞-数
表層形: 図, 読み仮名: ズ, 品詞: 名詞-接尾-一般
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 示す, 読み仮名: シメス, 品詞: 動詞-自立
表層形: とともに, 読み仮名: トトモニ, 品詞: 助詞-格助詞-連語
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 重大, 読み仮名: ジュウダイ, 品詞: 名詞-形容動詞語幹
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: 等, 読み仮名: トウ, 品詞: 名詞-接尾-一般
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 概要, 読み仮名: ガイヨウ, 品詞: 名詞-一般
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 以下, 読み仮名: イカ, 品詞: 名詞-非自立-副詞可能
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 示す, 読み仮名: シメス, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
表層形: また, 読み仮名: マタ, 品詞: 接続詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 重大, 読み仮名: ジュウダイ, 品詞: 名詞-形容動詞語幹
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: 等, 読み仮名: トウ, 品詞: 名詞-接尾-一般
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: における, 読み仮名: ニオケル, 品詞: 助詞-格助詞-連語
表層形: 設備, 読み仮名: セツビ, 品詞: 名詞-サ変接続
表層形: と, 読み仮名: ト, 品詞: 助詞-並立助詞
表層形: 操作, 読み仮名: ソウサ, 品詞: 名詞-サ変接続
表層形: 手順, 読み仮名: テジュン, 品詞: 名詞-一般
表層形: の, 読み仮名: ノ, 品詞: 助詞-連体化
表層形: 関係, 読み仮名: カンケイ, 品詞: 名詞-サ変接続
表層形: を, 読み仮名: ヲ, 品詞: 助詞-格助詞-一般
表層形: 第, 読み仮名: ダイ, 品詞: 接頭詞-数接続
変換後のテキスト: .2-3図に示すとともに，重大事故等対策の概要を以下に示す。また，重大事故等対策における設備と操作手順の関係を第

解析前のテキスト: 7.4
表層形: 7, 読み仮名: ナナ, 品詞: 名詞-数
表層形: ., 読み仮名: ., 品詞: 記号-句点
表層形: 4, 読み仮名: ヨン, 品詞: 名詞-数
変換後のテキスト: 7.4

解析前のテキスト: .
表層形: ., 読み仮名: ., 品詞: 記号-句点
変換後のテキスト: .

解析前のテキスト: 2-1
表層形: 2, 読み仮名: ニ, 品詞: 名詞-数
表層形: -, 読み仮名: -, 品詞: 記号-一般
表層形: 1, 読み仮名: イチ, 品詞: 名詞-数
変換後のテキスト: 2-1

解析前のテキスト: 表に示す。
表層形: 表, 読み仮名: ヒョウ, 品詞: 名詞-一般
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 示す, 読み仮名: シメス, 品詞: 動詞-自立
表層形: 。, 読み仮名: 。, 品詞: 記号-句点
変換後のテキスト: 表に示す。

解析前のテキスト: 本事故シーケンスグループにおける重要事故シーケンスにおいて，重大事故
表層形: 本, 読み仮名: ホン, 品詞: 接頭詞-名詞接続
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: シーケンス, 読み仮名: シーケンス, 品詞: 名詞-一般
表層形: グループ, 読み仮名: グループ, 品詞: 名詞-一般
表層形: における, 読み仮名: ニオケル, 品詞: 助詞-格助詞-連語
表層形: 重要, 読み仮名: ジュウヨウ, 品詞: 名詞-形容動詞語幹
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
表層形: シーケンス, 読み仮名: シーケンス, 品詞: 名詞-一般
表層形: において, 読み仮名: ニオイテ, 品詞: 助詞-格助詞-連語
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 重大, 読み仮名: ジュウダイ, 品詞: 名詞-形容動詞語幹
表層形: 事故, 読み仮名: ジコ, 品詞: 名詞-一般
変換後のテキスト: 本事故シーケンスグループにおける重要事故シーケンスにおいて，重大事故

解析前のテキスト: 等対策に必要な要員は，中央制御室の運転員及び発電所構内に常駐する緊急時対策要員で構成される合計
表層形: 等, 読み仮名: トウ, 品詞: 接頭詞-名詞接続
表層形: 対策, 読み仮名: タイサク, 品詞: 名詞-サ変接続
表層形: に, 読み仮名: ニ, 品詞: 助詞-格助詞-一般
表層形: 必要, 読み仮名: ヒツヨウ, 品詞: 名詞-形容動詞語幹
表層形: な, 読み仮名: ナ, 品詞: 助動詞
表層形: 要員, 読み仮名: ヨウイン, 品詞: 名詞-一般
表層形: は, 読み仮名: ハ, 品詞: 助詞-係助詞
表層形: ，, 読み仮名: ，, 品詞: 記号-読点
表層形: 中央, 読み仮名: チュウオウ, 品詞: 名詞-一般
